hscode_4,text,url
6208,女用或女童用汗衫及其他背心、套裙、襯裙、三角褲、短內褲、睡袍、睡衣褲、便服、浴袍、晨衣及類似品,tariffHScode.asp?code=6208
6209,嬰兒衣著及服飾附屬品,tariffHScode.asp?code=6209
6210,第５６０２、５６０３、５９０３、５９０６或５９０７節織物所製之衣服,tariffHScode.asp?code=6210
6211,競賽裝、滑雪服及泳衣；其他衣服,tariffHScode.asp?code=6211
6212,胸罩、束腰、緊身褡、吊褲帶、吊帶、吊襪及類似品及其零件，不論是否針織或?針織者,tariffHScode.asp?code=6212
6213,手帕,tariffHScode.asp?code=6213
6214,披巾、圍巾、領巾、頭紗、面紗及類似品,tariffHScode.asp?code=6214
6215,領帶、領結及領飾,tariffHScode.asp?code=6215
6216,手套、併指手套及露指手套,tariffHScode.asp?code=6216
6217,其他製成之服飾附屬品；衣服或服飾附屬品之零件，第６２１２節所列者除外,tariffHScode.asp?code=6217
6301,毯及旅行用毯,tariffHScode.asp?code=6301
6302,床上、餐桌、盥洗及廚房用織物製品,tariffHScode.asp?code=6302
6303,窗簾（包括窗帘）及室內窗帘；窗簾及床用短帷幔,tariffHScode.asp?code=6303
6304,第９４０４節所列物品除外之其他室內擺設品,tariffHScode.asp?code=6304
6305,包裝用袋,tariffHScode.asp?code=6305
6306,油帆布、遮陽帳幕及遮陽簾；帳篷；船帆、帆船用帆；露營用品,tariffHScode.asp?code=6306
6307,其他製成品，包括服裝模型樣品,tariffHScode.asp?code=6307
6308,梭織物與紗線之組合品，不論是否有附屬品，供製地毯、掛毯、刺繡桌巾或餐巾或類似之紡織品，零售用包裝者,tariffHScode.asp?code=6308
6309,舊衣著及其他舊物品,tariffHScode.asp?code=6309
6310,新舊破布、廢繩索及不堪使用之繩索製品，紡織材料製者,tariffHScode.asp?code=6310
6801,長方砌石、緣石、扁平石之屬於天然石者（板岩除外）,tariffHScode.asp?code=6801
6802,第６８０１節貨品以外之已加工供製碑或建築用石及其製品（板岩除外）；已否襯底之馬賽克石塊及類似品；含人工著色之天然石（包括板岩）製小顆石、細碎石及石粉（包括板岩）,tariffHScode.asp?code=6802
6803,已加工板岩及板岩製品或凝集板岩之製品,tariffHScode.asp?code=6803
6804,尚未裝於構造體上之磨石、研磨輪（砂輪）及類似品，供研磨、磨利、拋光、正形或割切用者；手用磨利或拋光石及其零件之以天然石料、或凝集之天然或人造研磨材料或陶瓷製成者，不論其是否裝有他種材料所製零件,tariffHScode.asp?code=6804
6805,以紡織材料、紙、紙板或其他材料為基材之天然或人造研磨料，不論是否剪裁或縫合或另經製作者均在內,tariffHScode.asp?code=6805
6806,熔渣絨、岩石絨及類似礦物絨；頁狀蛭石、膨脹黏土、泡沫熔渣及類似膨脹黏土、泡沫熔渣及類似膨脹礦物材料；具有隔熱、隔音或吸音作用之礦物混合物或製品，但第６８１１或６８１２節或第六十九章所列物品除外,tariffHScode.asp?code=6806
6807,瀝青或類似材料之製品（例如︰石油瀝青或煤焦油瀝青之製品）,tariffHScode.asp?code=6807
6808,植物纖維、草或木刨片、木碎屑、木粒、鋸末或其他廢木與水泥、石膏或其他膠合性礦物凝結而製成之嵌板、板、瓦、磚及類似品,tariffHScode.asp?code=6808
6809,石膏製品或以石膏為基本成分之混合材料製品,tariffHScode.asp?code=6809
6810,水泥、混凝土或人造石料之製品，不論是否加強者均在內,tariffHScode.asp?code=6810
6811,石棉水泥、纖維水泥製品及類似品,tariffHScode.asp?code=6811
6812,經製作之石棉纖維；以石棉為主要成分或以石棉及碳酸鎂為主要成分之混合物；以此混合物或石棉製成之物品（例如線、織布、衣服、帽類、靴鞋、密合墊），不論是否加強者均在內，但不包括第６８１１或６８１３節所列者,tariffHScode.asp?code=6812
6813,摩擦材料及其製品（例如︰片、捲、扁條、段、盤、墊圈、墊片），未裝配，供製造煞車、離合器等，並以石棉、其他礦物或纖維素為主要成分者，不論其是否包括紡織材料或其他材料結合而成,tariffHScode.asp?code=6813
6814,加工雲母及雲母製品，包括凝結或重組雲母，不論是否以紙、紙板或其他材料為支撐者,tariffHScode.asp?code=6814
6815,未列名石製品及其他礦物製品（包括碳纖維、碳纖維製品及泥煤製品）,tariffHScode.asp?code=6815
6901,磚、塊、瓦及其他陶瓷製品，以矽化石粉製者（例如矽藻土）或類似矽土製者,tariffHScode.asp?code=6901
6902,耐火磚、塊、瓦及其他類似之耐火陶瓷建材製品，但矽化石粉製品或類似矽土製者除外,tariffHScode.asp?code=6902
6903,其他耐火陶瓷製品（例如︰甑、坩堝、隔焰爐、噴嘴、栓塞、支架、灰皿、管子、護套及桿），但矽化石粉製品或類似矽土製者除外,tariffHScode.asp?code=6903
6904,陶瓷製之建築用磚，舖地用磚，支撐或填充用之瓦及類似品,tariffHScode.asp?code=6904
6905,屋頂瓦、煙囪罩、通風帽、煙囪襯裡、建築物上之裝飾及其他建築用陶瓷製品,tariffHScode.asp?code=6905
6906,陶瓷瓦管、導管、排水管及管配件,tariffHScode.asp?code=6906
6907,無釉之陶瓷舖面磚、貼面磚，無釉之陶瓷馬賽克立方體及類似品，不論有無褙裡者,tariffHScode.asp?code=6907
6908,有釉之陶瓷舖面磚、貼面磚，有釉之陶瓷馬賽克立方體及類似品，不論有無褙裡者,tariffHScode.asp?code=6908
6909,實驗室、化學或其他工業用陶瓷製品；陶瓷槽、桶及類似之農業用容器；陶瓷罐、缸及類似品，供搬運或包裝貨物用者,tariffHScode.asp?code=6909
6910,陶瓷洩水槽、臉盆、臉盆座、浴缸、洗滌盆、抽水馬桶、沖洗槽、便器及類似衛生裝置,tariffHScode.asp?code=6910
6911,瓷製餐具、廚具、其他家庭器皿及盥洗室用具,tariffHScode.asp?code=6911
6912,瓷器除外，餐具、廚具、其他家庭器皿及盥洗室用具,tariffHScode.asp?code=6912
6913,陶瓷塑像及其他裝飾陶瓷製品,tariffHScode.asp?code=6913
6914,其他陶瓷製品,tariffHScode.asp?code=6914
7001,碎玻璃及玻璃塊,tariffHScode.asp?code=7001
7002,玻璃球（第７０１８節之微球體除外），棒或管，未加工,tariffHScode.asp?code=7002
7003,鑄製及軋製成片或成形玻璃，不論有無吸收、反射或不反射層，但未經其他方式加工者,tariffHScode.asp?code=7003
7004,拉製或吹製之片狀玻璃，不論有無吸收、反射或不反射層，但未經其他方式加工者,tariffHScode.asp?code=7004
7005,浮式平板玻璃及磨光平板玻璃，不論有無吸收、反射或不反射層，且未經其他方式加工者,tariffHScode.asp?code=7005
7006,第７００３、７００４或７００５節之玻璃，經彎曲、邊緣處理、鏤刻、鑽孔、上釉或其他加工，但未鑲框或裝配其他材料者,tariffHScode.asp?code=7006
7007,安全玻璃，包括強化或膠合玻璃,tariffHScode.asp?code=7007
7008,複層之絕緣玻璃,tariffHScode.asp?code=7008
7009,玻璃鏡，已否鑲框者均在內，包括後視鏡,tariffHScode.asp?code=7009
7010,玻璃製大瓶、細頸瓶、壺、小藥瓶、安瓿及其他容器，供運輸或包裝貨物用者；保藏用玻璃大瓶；玻璃製塞或蓋,tariffHScode.asp?code=7010
7011,開口中空玻璃（包括泡及管）及玻璃零件，無配件，供製電燈泡，陰極射線管或類似品用者,tariffHScode.asp?code=7011
7013,玻璃器，供餐桌、廚房、盥洗室、辦事室、室內裝飾或類似用途者（不包括第７０１０或７０１８節所列者）,tariffHScode.asp?code=7013
7014,未經光學加工之信號用玻璃器及光學玻璃元件（不包括第７０１５節所列者）,tariffHScode.asp?code=7014
7015,鐘錶玻璃及類似之玻璃，作非校正或校正眼鏡用之玻璃，呈弧形，彎形，空心及類似形，但未經光學加工者；空心球形玻璃及其切片，供製造上述玻璃用者,tariffHScode.asp?code=7015
7016,舖地用磚、片、磚、塊、瓦及其他壓製或模造之玻璃製品，不論有無鑲金屬線，供建築或工程用者；玻璃立方體及其他玻璃小製品，不論有無鑲背，供作馬賽克磚及類似裝飾用途者；花飾鉛條窗玻璃及其類似品；多孔或泡沫玻璃之成片、磚、塊、板具等形狀者,tariffHScode.asp?code=7016
7017,實驗室、衛生或醫療用之玻璃器，已否刻度或校正者均在內,tariffHScode.asp?code=7017
7018,玻璃珠、仿珍珠、仿寶石、仿半寶石及類似之玻璃小製品，及其製成品，但仿首飾除外；玻璃假眼，用於人體者除外；小雕像及其他燈飾玻璃，仿首飾除外；玻璃顆粒，其直徑不超過１公厘者,tariffHScode.asp?code=7018
7019,玻璃纖維（包括玻璃絨）及其製品（例如︰玻璃紗、纖維織物）,tariffHScode.asp?code=7019
7020,其他玻璃製品,tariffHScode.asp?code=7020
7101,天然珍珠或養珠，不論已否加工或分級，但尚未成串或鑲嵌者；天然珍珠或養珠暫穿成串以利攜帶者,tariffHScode.asp?code=7101
7102,金剛石（鑽石），不論已否加工，但尚未鑲嵌者,tariffHScode.asp?code=7102
7103,寶石（不包括鑽石）及次寶石，不論已否加工或分級，但尚未成串或鑲嵌者；未分級之寶石（不包括鑽石）及次寶石暫穿成串以利攜帶者,tariffHScode.asp?code=7103
7104,合成或再製寶石或次寶石，不論已否加工或分級，但尚未成串或鑲嵌者；尚未分級之合成或再製寶石或次寶石，暫穿成串以利攜帶者,tariffHScode.asp?code=7104
7105,天然或合成寶石或次寶石之粉末,tariffHScode.asp?code=7105
7106,銀（包括鍍金或鍍鉑之銀），未鍛造者，半製品或粉狀,tariffHScode.asp?code=7106
7107,被覆銀之卑金屬，且僅屬半製品者,tariffHScode.asp?code=7107
7108,黃金（包括鍍鉑者），未鍛造者，半製品或粉狀,tariffHScode.asp?code=7108
7109,被覆金之卑金屬或銀，且僅屬半製品者,tariffHScode.asp?code=7109
7110,鉑族金屬，未鍛造者，半製品或粉狀,tariffHScode.asp?code=7110
7111,被覆鉑族之卑金屬，銀或金，且僅屬半製品者,tariffHScode.asp?code=7111
7112,貴金屬或被覆貴金屬之金屬廢料及碎屑；含貴金屬或貴金屬化合物之其他廢料及碎屑，其主要用途為貴金屬之回收者,tariffHScode.asp?code=7112
7113,首飾及其配件，貴金屬或被覆貴金屬之金屬製者,tariffHScode.asp?code=7113
7114,金銀製品及其配件，貴金屬或被覆貴金屬之金屬製者,tariffHScode.asp?code=7114
7115,貴金屬或被覆貴金屬製之其他物品,tariffHScode.asp?code=7115
7116,天然珍珠或養珠、寶石或半寶石（天然、合成或再製）之製品,tariffHScode.asp?code=7116
7117,仿首飾,tariffHScode.asp?code=7117
7118,鑄幣,tariffHScode.asp?code=7118
7201,塊狀或其他初級形狀之生鐵及鏡鐵,tariffHScode.asp?code=7201
7202,合金鐵,tariffHScode.asp?code=7202
7203,塊狀、顆粒狀或類似形狀由鐵礦砂直接還原所得之鐵產品及其他海棉鐵產品；塊狀、顆粒狀或類似形狀之鐵，純度以重量計不低於９９?９４％者,tariffHScode.asp?code=7203
7204,鐵屬廢料及碎屑；重熔用廢鋼鐵鑄錠,tariffHScode.asp?code=7204
7205,粒狀及粉狀之生鐵、鏡鐵、鋼鐵,tariffHScode.asp?code=7205
7206,鐵及非合金鋼成錠或其他初級形狀（不包括第７２０３節之鐵）,tariffHScode.asp?code=7206
7207,鐵或非合金鋼之半製品,tariffHScode.asp?code=7207
7208,熱軋之鐵或非合金鋼扁軋製品，寬度６００公厘及以上，未經被覆、鍍面、塗面者,tariffHScode.asp?code=7208
7209,冷軋（冷延）之鐵或非合金鋼扁軋製品，寬度６００公厘及以上，未被覆、鍍面、塗面者,tariffHScode.asp?code=7209
7210,經護面、鍍面或塗面之鐵或非合金鋼扁軋製品，寬度６００公厘及以上者,tariffHScode.asp?code=7210
7211,未經被覆、鍍面或塗面之鐵或非合金鋼扁軋製品，寬度小於６００公厘者,tariffHScode.asp?code=7211
7212,經被覆、鍍面或塗面之鐵或非合金鋼扁軋製品，寬度小於６００公厘者,tariffHScode.asp?code=7212
7213,熱軋之鐵或非合金鋼條及桿，繞成不規則捲盤狀者,tariffHScode.asp?code=7213
7214,其他鐵或非合金鋼條及桿，經鍛造、熱軋、熱抽或擠製後未進一步加工者，但包括熱軋後再旋扭者,tariffHScode.asp?code=7214
7215,其他鐵或非合金鋼條及桿,tariffHScode.asp?code=7215
7216,鐵或非合金鋼製角、形及型,tariffHScode.asp?code=7216
7217,鐵或非合金鋼製線,tariffHScode.asp?code=7217
7218,不�袗�鑄錠或其他初級形狀；不�袗�半製品,tariffHScode.asp?code=7218
7219,不�袗�扁軋製品，寬度６００公厘及以上者,tariffHScode.asp?code=7219
7220,不�袗�扁軋製品，寬度小於６００公厘者,tariffHScode.asp?code=7220
7221,熱軋之不�袗�條及桿，繞成不規則捲盤狀,tariffHScode.asp?code=7221
7222,其他不�袗�條及桿，不�袗�製角、形及型,tariffHScode.asp?code=7222
7223,不�袗�線,tariffHScode.asp?code=7223
7224,鑄錠或其他初級形狀之其他合金鋼；其他合金鋼半製品,tariffHScode.asp?code=7224
7225,其他合金鋼之扁軋製品，寬度６００公厘及以上者,tariffHScode.asp?code=7225
7226,其他合金鋼之扁軋製品，寬度小於６００公厘者,tariffHScode.asp?code=7226
7227,熱軋之其他合金鋼製條及桿，繞成不規則捲盤狀,tariffHScode.asp?code=7227
7228,其他合金鋼製之其他條及桿；其他合金鋼製之角、形及型；合金鋼或非合金鋼製之空心鑽條及桿,tariffHScode.asp?code=7228
7229,其他合金鋼製之線,tariffHScode.asp?code=7229
7301,不論已否鑽孔、衝孔或以元件組成之鋼板樁；經焊接之鋼鐵角、形及型,tariffHScode.asp?code=7301
7302,鐵道及電車道建軌鋼鐵材料︰軌、護軌、齒軌、轉轍板、十字岔心、岔尖桿及其他十字件、枕鐵、軌枕、魚尾板、軌座、軌座楔、底板、軌夾、座板、繫桿及其他連接或固定鐵軌之專用材料,tariffHScode.asp?code=7302
7303,鑄鐵製管及空心型,tariffHScode.asp?code=7303
7304,鋼鐵製（鑄鐵除外）無縫管及空心型,tariffHScode.asp?code=7304
7305,其他鋼鐵管（如︰焊接、鉚接或類似接合者），具圓橫斷面，其外徑超過４０６?４公釐者,tariffHScode.asp?code=7305
7306,鋼鐵製之其他管及空心型（如︰開縫或焊接、鉚接或類似接合者）,tariffHScode.asp?code=7306
7307,鋼鐵製管子配件（如︰接頭、肘管、套筒）,tariffHScode.asp?code=7307
7308,鋼鐵結構物（第９４０６節組合式建築物除外）及其零件（如︰橋及橋體段、水閘、塔、格狀桅桿、屋頂、屋頂架、門窗及其框架及門檻、百葉窗、欄杆、柱）；鋼鐵製板、桿、角形、型、管及類似品，已製作備結構物用者,tariffHScode.asp?code=7308
7309,貯藏任何材料（壓縮或液化氣體除外）用之鋼鐵製貯器、容槽、大桶及類似容器，其容量超過３００公升，不論是否經襯�堜庣j熱，但無機械或熱力設備者,tariffHScode.asp?code=7309
7310,貯藏任何材料（壓縮或液化氣體除外）用之鋼鐵製容槽、箱、圓桶、罐、盒及類似容器，其容量不超過３００公升，不論是否經襯�堜庣j熱，但無機械及熱力設備者,tariffHScode.asp?code=7310
7311,供貯存壓縮或液化氣體用之鋼鐵製容器,tariffHScode.asp?code=7311
7312,鋼鐵製絞股線、索、纜、編帶、吊索及類似品，非電氣絕緣者,tariffHScode.asp?code=7312
7313,有刺鋼鐵線；鋼鐵製圍籬用之有刺或無刺之旋絞箍或扁平單線及鬆絞之雙線,tariffHScode.asp?code=7313
7314,鋼鐵線製布（包括環狀帶）、柵格、網及籬網；鋼鐵製拉孔片,tariffHScode.asp?code=7314
7315,鋼鐵鏈及其零件,tariffHScode.asp?code=7315
7316,鋼鐵製錨、四爪錨及其零件,tariffHScode.asp?code=7316
7317,鋼鐵製釘、平頭釘、圖釘、波紋釘、肘釘（第８３０５節者除外）及類似製品，不論有無其他材料製之釘頭者均在內，但不包括銅質釘頭者,tariffHScode.asp?code=7317
7318,鋼鐵製螺釘、螺栓、螺帽、車用螺釘、螺旋?、鉚釘、橫梢、開口梢、墊圈（包括彈簧墊圈）及類似製品,tariffHScode.asp?code=7318
7319,鋼鐵製供手用縫針、編織針、引針、?針、刺繡穿孔錐及類似品；未列名鋼鐵製安全別針及其他別針,tariffHScode.asp?code=7319
7320,鋼鐵製彈簧及彈簧片,tariffHScode.asp?code=7320
7321,鋼鐵製暖爐、灶、爐格、烹飪鍋（包括附有中央暖氣用之輔助汽鍋者）、烤肉爐、火盆、氣圈、加熱板及類似非電力家用器具及其零件,tariffHScode.asp?code=7321
7322,鋼鐵製非電熱之中央暖氣散熱器及其零件；鋼鐵製非電熱之空氣加熱器及熱空氣分佈器（包括可分佈新鮮空氣或調節空氣者），附有馬達風扇或吹風機者及其零件,tariffHScode.asp?code=7322
7323,鋼鐵製餐桌、廚房或其他家用物品及其零件；鋼鐵絲絨；鋼鐵製洗鍋物、洗濯擦亮片、手套及類似品,tariffHScode.asp?code=7323
7324,鋼鐵製衛生設備及其零件,tariffHScode.asp?code=7324
7325,其他鋼鐵鑄造製品,tariffHScode.asp?code=7325
7326,其他鋼鐵製品,tariffHScode.asp?code=7326
7401,鑌（冰）銅；泥銅（沈澱銅）,tariffHScode.asp?code=7401
7402,未精煉銅；供電解法精煉用之陽極銅,tariffHScode.asp?code=7402
7403,精煉銅及銅合金，未經塑性加工者,tariffHScode.asp?code=7403
7404,銅廢料及碎屑,tariffHScode.asp?code=7404
7405,銅母合金,tariffHScode.asp?code=7405
7406,銅粉及鱗片,tariffHScode.asp?code=7406
7407,銅條、桿及型材,tariffHScode.asp?code=7407
7408,銅線,tariffHScode.asp?code=7408
7409,銅板、片及扁條，其厚度超過０?１５公厘者,tariffHScode.asp?code=7409
7410,銅箔（不論是否印花或以紙、紙板、塑膠或類似襯料襯墊者），其厚度（不包括襯物）不超過０?１５公厘者,tariffHScode.asp?code=7410
7411,銅管,tariffHScode.asp?code=7411
7412,銅管配件（例如︰接頭、肘管、套管）,tariffHScode.asp?code=7412
7413,銅製絞股線、纜、編帶及類似品，非電氣絕緣者,tariffHScode.asp?code=7413
7415,銅製或附有銅質釘頭之鋼鐵製釘、平頭釘、圖釘、肘釘（第８３０５節者除外）及類似製品；銅製螺釘、螺栓、螺帽、螺旋?、鉚釘、橫梢、開口梢、墊圈（包括彈簧墊圈）及類似品,tariffHScode.asp?code=7415
7418,銅製餐桌、廚房或其他家用品及其零件；銅製洗鍋物及洗濯擦亮片、手套及類似品；銅製衛生設備及其零件,tariffHScode.asp?code=7418
7419,其他銅製品,tariffHScode.asp?code=7419
7501,鑌鎳、氧化鎳燒結物及冶煉鎳時所得之其他中間產品,tariffHScode.asp?code=7501
7502,未經塑性加工鎳,tariffHScode.asp?code=7502
7503,鎳廢料及碎屑,tariffHScode.asp?code=7503
7504,鎳粉及鱗片,tariffHScode.asp?code=7504
7505,鎳條、桿、型材及線,tariffHScode.asp?code=7505
7506,鎳板、片、扁條及箔,tariffHScode.asp?code=7506
7507,鎳管及管配件（例如︰接頭、肘管、套管）,tariffHScode.asp?code=7507
7508,其他鎳製品,tariffHScode.asp?code=7508
7601,未經塑性加工鋁,tariffHScode.asp?code=7601
7602,鋁廢料及碎屑,tariffHScode.asp?code=7602
7603,鋁粉及鱗片,tariffHScode.asp?code=7603
7604,鋁條、桿及型材,tariffHScode.asp?code=7604
7605,鋁線,tariffHScode.asp?code=7605
7606,鋁板、片及扁條，厚度超過０?２公厘者,tariffHScode.asp?code=7606
7607,鋁箔（不論是否印花或以紙、紙板、塑膠或類似襯料襯墊者），其厚度（不包括襯物）不超過０?２公厘者,tariffHScode.asp?code=7607
7608,鋁管,tariffHScode.asp?code=7608
7609,鋁製管配件（如︰接頭、肘管、套管）,tariffHScode.asp?code=7609
7610,鋁製結構物（第９４０６節之組合式建築物除外）及其零件（例如︰橋及橋體段、塔、格狀桅桿、屋頂、屋頂架、門、窗、及其框架及門檻、欄杆、柱）；鋁板、桿、型材、管及類似品，已製作備結構物用者,tariffHScode.asp?code=7610
7611,鋁製貯器、容槽、桶及類似容器供貯存任何材料（不包括壓縮或液化氣），其容量超過３００公升，不論是否經襯�堜庣j熱，但無機械或熱力設備者,tariffHScode.asp?code=7611
7612,鋁製箱、桶、罐、盒、及類似容器（包括堅固或可壓扁之管狀容器），供盛裝任何材料（不包括壓縮或液化氣）用者，其容量不超過３００公升，不論是否經襯�堜庣j熱，但無機械或熱力設備者,tariffHScode.asp?code=7612
7613,供貯存壓縮或液化氣體用之鋁製容器,tariffHScode.asp?code=7613
7614,鋁製絞股線、纜、編帶及類似品，非電絕緣者,tariffHScode.asp?code=7614
7615,鋁製餐桌用品、廚房用品或其他家用品及其零件；鋁製洗鍋物及洗濯或擦亮片、手套及類似品；鋁製衛生設備及其零件,tariffHScode.asp?code=7615
7616,其他鋁製品,tariffHScode.asp?code=7616
7801,未經塑性加工鉛,tariffHScode.asp?code=7801
7802,鉛廢料及碎屑,tariffHScode.asp?code=7802
7804,鉛板、片、扁條及箔；鉛粉及鱗片,tariffHScode.asp?code=7804
7806,其他鉛製品,tariffHScode.asp?code=7806
7901,未經塑性加工鋅,tariffHScode.asp?code=7901
7902,鋅廢料及碎屑,tariffHScode.asp?code=7902
7903,鋅末、粉及鱗片,tariffHScode.asp?code=7903
7904,鋅條、桿、型材及線,tariffHScode.asp?code=7904
7905,鋅板、片、扁條及箔,tariffHScode.asp?code=7905
7907,其他鋅製品,tariffHScode.asp?code=7907
8001,未經塑性加工錫,tariffHScode.asp?code=8001
8002,錫廢料及碎屑,tariffHScode.asp?code=8002
8003,錫條、桿、型材及線,tariffHScode.asp?code=8003
8007,其他錫製品,tariffHScode.asp?code=8007
8101,鎢及其製品，包括廢料及碎屑,tariffHScode.asp?code=8101
8102,鉬及其製品，包括廢料及碎屑,tariffHScode.asp?code=8102
8103,鉭及其製品，包括廢料及碎屑,tariffHScode.asp?code=8103
8104,鎂及其製品，包括廢料及碎屑,tariffHScode.asp?code=8104
8105,鑌鈷及其他煉鈷之中間產品；鈷及其製品，包括廢料及碎屑,tariffHScode.asp?code=8105
8106,鉍及其製品，包括廢料及碎屑,tariffHScode.asp?code=8106
8107,鎘及其製品，包括廢料及碎屑,tariffHScode.asp?code=8107
8108,鈦及其製品，包括廢料及碎屑,tariffHScode.asp?code=8108
8109,鋯及其製品，包括廢料及碎屑,tariffHScode.asp?code=8109
8110,銻及其製品，包括廢料及碎屑,tariffHScode.asp?code=8110
8111,錳及其製品，包括廢料及碎屑,tariffHScode.asp?code=8111
8112,鈹、鉻、鍺、釩、鎵、鉿、銦、鈮（鈳）、錸、鉈及其製品，包括廢料及碎屑,tariffHScode.asp?code=8112
8113,瓷金及其製品，包括廢料及碎屑,tariffHScode.asp?code=8113
8201,手工具︰鍬、鏟、鶴嘴鋤、鎬、鋤、叉及耙；斧、?刀及類似砍伐工具；各種修樹剪刀及修枝剪；大鐮刀、鐮刀、秣刀、樹籬剪、伐木用尖劈及其他農業、園藝、林業用手工具,tariffHScode.asp?code=8201
8202,手鋸；各種鋸片（包括開縫、鑽孔或無齒鋸片）,tariffHScode.asp?code=8202
8203,銼、木銼、鉗（包括剪鉗）、手鉗、鑷子、金屬剪刀、截管器、螺栓截除器、穿孔衝及類似手工具,tariffHScode.asp?code=8203
8204,手用扳手及扳鉗（包括轉矩表扳鉗，但不包括螺絲攻扳鉗）；有無把手之可互換扳手套筒,tariffHScode.asp?code=8204
8205,未列名之手工具（包括割玻璃之鑽石刀）；噴燈；老虎鉗、夾子及類似工具，但不包括工具機之附件及零件；砧；手提鍛爐；手搖或腳踏式之附有架構之磨輪,tariffHScode.asp?code=8205
8206,第８２０２節至８２０５節之工具由兩件或以上配合成套供零售者,tariffHScode.asp?code=8206
8207,不論是否動力操作之手工具或工具機之可互換工具（例如：用於壓、衝、撞打、攻螺紋、切螺紋、鑽孔、搪孔、拉孔、銑、車或旋螺絲），包括抽或擠壓金屬用模及鑽岩石或搪土孔工具。,tariffHScode.asp?code=8207
8208,機器或機械工具用刀及刀片,tariffHScode.asp?code=8208
8209,未裝配工具用之板、桿、刀尖及類似品，瓷金製者,tariffHScode.asp?code=8209
8210,供調理食品或飲料用之手操作機械用具，其重量在十公斤及以下者,tariffHScode.asp?code=8210
8211,附有刀片之刀，不論是否帶齒者（包括修樹刀），但不包括第８２０８節之刀及其刀片,tariffHScode.asp?code=8211
8212,剃刀及其刀片（包括扁條狀之刀片毛坯）,tariffHScode.asp?code=8212
8213,剪刀、裁縫剪刀及類似之剪刀及其刀片,tariffHScode.asp?code=8213
8214,其他利口器（如︰髮剪、屠刀、或廚用刀、剁碎刀、切紙刀）；修指甲用具（包括指甲銼）,tariffHScode.asp?code=8214
8215,匙、叉、杓、網杓、蛋糕盆、魚刀、牛油刀、糖夾及類似廚房或餐桌用具,tariffHScode.asp?code=8215
8301,卑金屬掛鎖及鎖（鑰匙、對號或電動開啟者）；附有鎖之卑金屬釦及帶釦之框；上述物品用之卑金屬鑰匙,tariffHScode.asp?code=8301
8302,家具、門、窗、樓梯、百葉窗、車具、鞍具、衣箱、首飾箱及類似品之卑金屬架座、配件及類似品；卑金屬製帽架、帽掛?、托架及類似品；附有卑金屬架座之腳輪；卑金屬製自動關門器,tariffHScode.asp?code=8302
8303,裝甲或加強之卑金屬製保險櫃、保險箱、門、保險庫之存儲櫃、錢箱、契據箱及類似品,tariffHScode.asp?code=8303
8304,卑金屬檔案櫃、卡片櫃、紙盤、紙籃、筆盤、印臺及類似辦公室或書桌上用具，第９４０３節之辦公室家具除外,tariffHScode.asp?code=8304
8305,用於活頁簿夾或卷宗夾、信夾、信箱、紙夾、目錄標籤及類似辦公室用品之卑金屬製配件；卑金屬製扁條狀裝訂釘（如︰辦公室用、裝璜用、包裝用）,tariffHScode.asp?code=8305
8306,卑金屬非電動鈴、鑼及類似品；卑金屬雕像及其他裝飾品；卑金屬相框、書框或類似之框；卑金屬鏡,tariffHScode.asp?code=8306
8307,卑金屬製撓性管，有無配件均在內,tariffHScode.asp?code=8307
8308,用於衣服、靴鞋、帳蓬、手提包、旅行用品或其他已製作品之卑金屬搭鈕、帶搭鈕之框架、帶扣、帶扣搭鈕、?、眼、環眼及其類似品；卑金屬管形鉚釘及開口鉚釘；卑金屬珠及亮片,tariffHScode.asp?code=8308
8309,卑金屬製瓶塞、瓶帽、瓶蓋（包括鑲軟木塞、旋轉瓶帽及自動倒出瓶塞）、瓶橡皮帽、螺紋桶塞、桶蓋、封條及其他包裝物附件,tariffHScode.asp?code=8309
8310,卑金屬製標示牌、名牌、地址牌及類似牌、數字、字母及其他符號，屬第９４０５節者除外,tariffHScode.asp?code=8310
8311,卑金屬或金屬碳化物所製之線、條、管、板、電極及其類似品，於其表面塗有焊劑或中心裝有焊劑，用作軟焊、硬焊、焊接或積聚金屬或金屬碳化物者；卑金屬粉凝聚之線及條，供金屬噴敷之用者,tariffHScode.asp?code=8311
8401,核子反應器；核子反應器用之非輻射性燃料元件（匣式）；同位素分離機及設備,tariffHScode.asp?code=8401
8402,水蒸汽或其他蒸汽發生鍋爐（不包括同時能產生低壓蒸汽者之中央系統熱水爐）；過熱水鍋爐,tariffHScode.asp?code=8402
8403,中央暖氣鍋爐，第８４０２節除外,tariffHScode.asp?code=8403
8404,第８４０２或８４０３節鍋爐之輔助設備（例如︰節熱器、過熱器、除煙灰器及氣體回收器）；水蒸汽或其他蒸汽動力組用之冷凝器,tariffHScode.asp?code=8404
8405,發生爐煤氣或水煤氣之發生器，不論是否附有潔淨器者均在內；乙炔發生器及類似水化氣體發生器，不論是否附有潔淨器者均在內,tariffHScode.asp?code=8405
8406,水蒸汽渦輪機及其他蒸汽渦輪機,tariffHScode.asp?code=8406
8407,往復式或旋轉式火花點火內燃活塞引擎,tariffHScode.asp?code=8407
8408,壓縮點火內燃活塞引擎（柴油或半柴油引擎）,tariffHScode.asp?code=8408
8409,專用或主要用於第８４０７或８４０８節引擎用零件,tariffHScode.asp?code=8409
8410,水力渦輪機、水輪及其調整器,tariffHScode.asp?code=8410
